receipe,ingredients
"Pork chops with roasted pear, apple and new potatoes","2 x 400g tins chickpeas, drained and rinsed"
"Pork chops with roasted pear, apple and new potatoes","50g fat-free natural yogurt, plus 2tbsp to serve"
"Pork chops with roasted pear, apple and new potatoes","Finely grated zest and juice of half a lime, plus wedges to serve"
"Pork chops with roasted pear, apple and new potatoes","2tbsp finely chopped fresh coriander, plus extra to serve"
"Pork chops with roasted pear, apple and new potatoes",2 x 250g pouches microwave brown basmati rice
"Pork chops with roasted pear, apple and new potatoes",Ingredients
"Pork chops with roasted pear, apple and new potatoes",100g lower-fat spread
"Pork chops with roasted pear, apple and new potatoes",125g porridge oats
"Pork chops with roasted pear, apple and new potatoes",120g wholemeal flour
"Pork chops with roasted pear, apple and new potatoes","75g pitted prunes, chopped"
"Pork chops with roasted pear, apple and new potatoes",65g sultanas
"Pork chops with roasted pear, apple and new potatoes",1 tsp mixed spice
"Pork chops with roasted pear, apple and new potatoes",1 tsp ginger
"Pork chops with roasted pear, apple and new potatoes","2 small eggs, beaten"
"Pork chops with roasted pear, apple and new potatoes",1 -2 tsp granulated sweetener
"Pork chops with roasted pear, apple and new potatoes",Ingredients
"Pork chops with roasted pear, apple and new potatoes",2 tbsp extra-virgin olive oil
"Pork chops with roasted pear, apple and new potatoes","12 plum tomatoes, cut in half (stem to tip)"
"Pork chops with roasted pear, apple and new potatoes","4 red peppers, deseeded, cut into eighths"
"Pork chops with roasted pear, apple and new potatoes","3 red onions, quartered"
"Pork chops with roasted pear, apple and new potatoes","5cm piece root ginger, peeled and chopped"
"Pork chops with roasted pear, apple and new potatoes",12 cloves garlic (unpeeled)
"Pork chops with roasted pear, apple and new potatoes",4 big sprigs thyme
"Pork chops with roasted pear, apple and new potatoes",freshly ground black pepper
"Pork chops with roasted pear, apple and new potatoes",Ingredients
"Pork chops with roasted pear, apple and new potatoes",2kg whole chicken
"Pork chops with roasted pear, apple and new potatoes","1 lemon, halved"
"Pork chops with roasted pear, apple and new potatoes",good handful fresh herbs (rosemary and thyme are ideal)
"Pork chops with roasted pear, apple and new potatoes",freshly ground black pepper
"Pork chops with roasted pear, apple and new potatoes",300ml boiling water
"Pork chops with roasted pear, apple and new potatoes",Ingredients
"Pork chops with roasted pear, apple and new potatoes",1 tsp rapeseed oil
"Pork chops with roasted pear, apple and new potatoes","2 lean pork chops (approx. 125g each), fat trimmed off"
"Pork chops with roasted pear, apple and new potatoes",freshly ground black pepper
"Pork chops with roasted pear, apple and new potatoes","1 eating apple, quartered and cored"
"Pork chops with roasted pear, apple and new potatoes","1 large pear, quartered and cored"
"Pork chops with roasted pear, apple and new potatoes","200g new potatoes, cut into chunks"
"Pork chops with roasted pear, apple and new potatoes","1 small onion, cut into wedges"
"Pork chops with roasted pear, apple and new potatoes",grated rind and juice 1 orange
"Pork chops with roasted pear, apple and new potatoes",1 tsp fresh thyme or half tsp dried
"Pork chops with roasted pear, apple and new potatoes",1 tbsp wholegrain mustard
"Pork chops with roasted pear, apple and new potatoes",2 tbsp half-fat crème fraiche
Steak & pepper quesadillas,Ingredients
Steak & pepper quesadillas,Calorie-controlled cooking spray
Steak & pepper quesadillas,"175g lean, thin-cut steak"
Steak & pepper quesadillas,"1 red & 1 yellow pepper, deseeded and sliced"
Steak & pepper quesadillas,"1 red onion, sliced"
Steak & pepper quesadillas,"1 garlic clove, finely chopped"
Steak & pepper quesadillas,1/2tsp dried chilli flakes
Steak & pepper quesadillas,"50g half-fat Cheddar, grated"
Steak & pepper quesadillas,Handful fresh coriander leaves
Steak & pepper quesadillas,4 WW Wraps*
Steak & pepper quesadillas,Ingredients
Steak & pepper quesadillas,4 medium courgettes
Steak & pepper quesadillas,1 tsp oil
Steak & pepper quesadillas,"75g spring onions, chopped"
Steak & pepper quesadillas,"3 cloves garlic, crushed"
Steak & pepper quesadillas,"75g green pepper, chopped"
Steak & pepper quesadillas,pinch salt and pepper
Steak & pepper quesadillas,1 tsp cumin
Steak & pepper quesadillas,½ tsp dried oregano
Steak & pepper quesadillas,½ tsp chilli powder
Steak & pepper quesadillas,1 tbsp tomato paste
Steak & pepper quesadillas,2 cooked and shredded chicken breasts (approx. 250g)
Steak & pepper quesadillas,1 x 395g jar enchilada sauce
Steak & pepper quesadillas,"75g reduced-fat Cheddar, grated"
Steak & pepper quesadillas,Ingredients
Steak & pepper quesadillas,"3 red peppers, deseeded and quartered"
Steak & pepper quesadillas,"2 red onions, cut into wedges"
Steak & pepper quesadillas,"200g ripe tomatoes, chopped"
Steak & pepper quesadillas,1 heaped tbsp tomato puree
Steak & pepper quesadillas,1 tsp ground cumin
Steak & pepper quesadillas,1 tsp oregano
Steak & pepper quesadillas,"pinch chilli flakes (or 1 small fresh chilli, finely chopped)"
Steak & pepper quesadillas,"25g coriander, finely chopped"
Steak & pepper quesadillas,"1 carrot, cut into batons"
Steak & pepper quesadillas,"6cm cucumber, cut into batons"
Steak & pepper quesadillas,"1 yellow pepper, cut into batons"
Steak & pepper quesadillas,Ingredients
Steak & pepper quesadillas,1 butternut squash (approx 700g–1kg)
Steak & pepper quesadillas,2 tsp sunflower oil
Steak & pepper quesadillas,"1 large onion, roughly chopped"
Steak & pepper quesadillas,"1 carrot, roughly chopped"
Steak & pepper quesadillas,1 litre vegetable or chicken stock
Steak & pepper quesadillas,120g split red lentils
Steak & pepper quesadillas,"white pepper, to taste"
Steak & pepper quesadillas,4 tbsp half-fat creme fraiche
Steak & pepper quesadillas,"Fresh chives, chopped"
Steak & pepper quesadillas,Ingredients
Steak & pepper quesadillas,1 tbsp sunflower oil
Steak & pepper quesadillas,"2 onions, diced"
Steak & pepper quesadillas,"350g pork, cubed"
Steak & pepper quesadillas,"300g Chantenay carrots, washed and left whole (no need to peel)"
Steak & pepper quesadillas,"150g mushrooms, quartered"
Steak & pepper quesadillas,"2 garlic cloves, crushed"
Steak & pepper quesadillas,1 tsp dried thyme
Steak & pepper quesadillas,2 tsp wholemeal flour
Steak & pepper quesadillas,good pinch pepper
Steak & pepper quesadillas,40g pearl barley
Steak & pepper quesadillas,1 heaped tsp Dijon mustard
Steak & pepper quesadillas,"1 low-salt vegetable or chicken stock cube, dissolved in 1 litre water"
Courgette enchiladas,Ingredients
Courgette enchiladas,Calorie-controlled cooking spray
Courgette enchiladas,"175g lean, thin-cut steak"
Courgette enchiladas,"1 red & 1 yellow pepper, deseeded and sliced"
Courgette enchiladas,"1 red onion, sliced"
Courgette enchiladas,"1 garlic clove, finely chopped"
Courgette enchiladas,1/2tsp dried chilli flakes
Courgette enchiladas,"50g half-fat Cheddar, grated"
Courgette enchiladas,Handful fresh coriander leaves
Courgette enchiladas,4 WW Wraps*
Courgette enchiladas,Ingredients
Courgette enchiladas,4 medium courgettes
Courgette enchiladas,1 tsp oil
Courgette enchiladas,"75g spring onions, chopped"
Courgette enchiladas,"3 cloves garlic, crushed"
Courgette enchiladas,"75g green pepper, chopped"
Courgette enchiladas,pinch salt and pepper
Courgette enchiladas,1 tsp cumin
Courgette enchiladas,½ tsp dried oregano
Courgette enchiladas,½ tsp chilli powder
Courgette enchiladas,1 tbsp tomato paste
Courgette enchiladas,2 cooked and shredded chicken breasts (approx. 250g)
Courgette enchiladas,1 x 395g jar enchilada sauce
Courgette enchiladas,"75g reduced-fat Cheddar, grated"
Courgette enchiladas,Ingredients
Courgette enchiladas,"3 red peppers, deseeded and quartered"
Courgette enchiladas,"2 red onions, cut into wedges"
Courgette enchiladas,"200g ripe tomatoes, chopped"
Courgette enchiladas,1 heaped tbsp tomato puree
Courgette enchiladas,1 tsp ground cumin
Courgette enchiladas,1 tsp oregano
Courgette enchiladas,"pinch chilli flakes (or 1 small fresh chilli, finely chopped)"
Courgette enchiladas,"25g coriander, finely chopped"
Courgette enchiladas,"1 carrot, cut into batons"
Courgette enchiladas,"6cm cucumber, cut into batons"
Courgette enchiladas,"1 yellow pepper, cut into batons"
Courgette enchiladas,Ingredients
Courgette enchiladas,1 butternut squash (approx 700g–1kg)
Courgette enchiladas,2 tsp sunflower oil
Courgette enchiladas,"1 large onion, roughly chopped"
Courgette enchiladas,"1 carrot, roughly chopped"
Courgette enchiladas,1 litre vegetable or chicken stock
Courgette enchiladas,120g split red lentils
Courgette enchiladas,"white pepper, to taste"
Courgette enchiladas,4 tbsp half-fat creme fraiche
Courgette enchiladas,"Fresh chives, chopped"
Courgette enchiladas,Ingredients
Courgette enchiladas,1 tbsp sunflower oil
Courgette enchiladas,"2 onions, diced"
Courgette enchiladas,"350g pork, cubed"
Courgette enchiladas,"300g Chantenay carrots, washed and left whole (no need to peel)"
Courgette enchiladas,"150g mushrooms, quartered"
Courgette enchiladas,"2 garlic cloves, crushed"
Courgette enchiladas,1 tsp dried thyme
Courgette enchiladas,2 tsp wholemeal flour
Courgette enchiladas,good pinch pepper
Courgette enchiladas,40g pearl barley
Courgette enchiladas,1 heaped tsp Dijon mustard
Courgette enchiladas,"1 low-salt vegetable or chicken stock cube, dissolved in 1 litre water"
Chargrilled red pepper and tomato salsa,Ingredients
Chargrilled red pepper and tomato salsa,Calorie-controlled cooking spray
Chargrilled red pepper and tomato salsa,"175g lean, thin-cut steak"
Chargrilled red pepper and tomato salsa,"1 red & 1 yellow pepper, deseeded and sliced"
Chargrilled red pepper and tomato salsa,"1 red onion, sliced"
Chargrilled red pepper and tomato salsa,"1 garlic clove, finely chopped"
Chargrilled red pepper and tomato salsa,1/2tsp dried chilli flakes
Chargrilled red pepper and tomato salsa,"50g half-fat Cheddar, grated"
Chargrilled red pepper and tomato salsa,Handful fresh coriander leaves
Chargrilled red pepper and tomato salsa,4 WW Wraps*
Chargrilled red pepper and tomato salsa,Ingredients
Chargrilled red pepper and tomato salsa,4 medium courgettes
Chargrilled red pepper and tomato salsa,1 tsp oil
Chargrilled red pepper and tomato salsa,"75g spring onions, chopped"
Chargrilled red pepper and tomato salsa,"3 cloves garlic, crushed"
Chargrilled red pepper and tomato salsa,"75g green pepper, chopped"
Chargrilled red pepper and tomato salsa,pinch salt and pepper
Chargrilled red pepper and tomato salsa,1 tsp cumin
Chargrilled red pepper and tomato salsa,½ tsp dried oregano
Chargrilled red pepper and tomato salsa,½ tsp chilli powder
Chargrilled red pepper and tomato salsa,1 tbsp tomato paste
Chargrilled red pepper and tomato salsa,2 cooked and shredded chicken breasts (approx. 250g)
Chargrilled red pepper and tomato salsa,1 x 395g jar enchilada sauce
Chargrilled red pepper and tomato salsa,"75g reduced-fat Cheddar, grated"
Chargrilled red pepper and tomato salsa,Ingredients
Chargrilled red pepper and tomato salsa,"3 red peppers, deseeded and quartered"
Chargrilled red pepper and tomato salsa,"2 red onions, cut into wedges"
Chargrilled red pepper and tomato salsa,"200g ripe tomatoes, chopped"
Chargrilled red pepper and tomato salsa,1 heaped tbsp tomato puree
Chargrilled red pepper and tomato salsa,1 tsp ground cumin
Chargrilled red pepper and tomato salsa,1 tsp oregano
Chargrilled red pepper and tomato salsa,"pinch chilli flakes (or 1 small fresh chilli, finely chopped)"
Chargrilled red pepper and tomato salsa,"25g coriander, finely chopped"
Chargrilled red pepper and tomato salsa,"1 carrot, cut into batons"
Chargrilled red pepper and tomato salsa,"6cm cucumber, cut into batons"
Chargrilled red pepper and tomato salsa,"1 yellow pepper, cut into batons"
Chargrilled red pepper and tomato salsa,Ingredients
Chargrilled red pepper and tomato salsa,1 butternut squash (approx 700g–1kg)
Chargrilled red pepper and tomato salsa,2 tsp sunflower oil
Chargrilled red pepper and tomato salsa,"1 large onion, roughly chopped"
Chargrilled red pepper and tomato salsa,"1 carrot, roughly chopped"
Chargrilled red pepper and tomato salsa,1 litre vegetable or chicken stock
Chargrilled red pepper and tomato salsa,120g split red lentils
Chargrilled red pepper and tomato salsa,"white pepper, to taste"
Chargrilled red pepper and tomato salsa,4 tbsp half-fat creme fraiche
Chargrilled red pepper and tomato salsa,"Fresh chives, chopped"
Chargrilled red pepper and tomato salsa,Ingredients
Chargrilled red pepper and tomato salsa,1 tbsp sunflower oil
Chargrilled red pepper and tomato salsa,"2 onions, diced"
Chargrilled red pepper and tomato salsa,"350g pork, cubed"
Chargrilled red pepper and tomato salsa,"300g Chantenay carrots, washed and left whole (no need to peel)"
Chargrilled red pepper and tomato salsa,"150g mushrooms, quartered"
Chargrilled red pepper and tomato salsa,"2 garlic cloves, crushed"
Chargrilled red pepper and tomato salsa,1 tsp dried thyme
Chargrilled red pepper and tomato salsa,2 tsp wholemeal flour
Chargrilled red pepper and tomato salsa,good pinch pepper
Chargrilled red pepper and tomato salsa,40g pearl barley
Chargrilled red pepper and tomato salsa,1 heaped tsp Dijon mustard
Chargrilled red pepper and tomato salsa,"1 low-salt vegetable or chicken stock cube, dissolved in 1 litre water"
Roast butternut squash and red lentil soup,Ingredients
Roast butternut squash and red lentil soup,Calorie-controlled cooking spray
Roast butternut squash and red lentil soup,"175g lean, thin-cut steak"
Roast butternut squash and red lentil soup,"1 red & 1 yellow pepper, deseeded and sliced"
Roast butternut squash and red lentil soup,"1 red onion, sliced"
Roast butternut squash and red lentil soup,"1 garlic clove, finely chopped"
Roast butternut squash and red lentil soup,1/2tsp dried chilli flakes
Roast butternut squash and red lentil soup,"50g half-fat Cheddar, grated"
Roast butternut squash and red lentil soup,Handful fresh coriander leaves
Roast butternut squash and red lentil soup,4 WW Wraps*
Roast butternut squash and red lentil soup,Ingredients
Roast butternut squash and red lentil soup,4 medium courgettes
Roast butternut squash and red lentil soup,1 tsp oil
Roast butternut squash and red lentil soup,"75g spring onions, chopped"
Roast butternut squash and red lentil soup,"3 cloves garlic, crushed"
Roast butternut squash and red lentil soup,"75g green pepper, chopped"
Roast butternut squash and red lentil soup,pinch salt and pepper
Roast butternut squash and red lentil soup,1 tsp cumin
Roast butternut squash and red lentil soup,½ tsp dried oregano
Roast butternut squash and red lentil soup,½ tsp chilli powder
Roast butternut squash and red lentil soup,1 tbsp tomato paste
Roast butternut squash and red lentil soup,2 cooked and shredded chicken breasts (approx. 250g)
Roast butternut squash and red lentil soup,1 x 395g jar enchilada sauce
Roast butternut squash and red lentil soup,"75g reduced-fat Cheddar, grated"
Roast butternut squash and red lentil soup,Ingredients
Roast butternut squash and red lentil soup,"3 red peppers, deseeded and quartered"
Roast butternut squash and red lentil soup,"2 red onions, cut into wedges"
Roast butternut squash and red lentil soup,"200g ripe tomatoes, chopped"
Roast butternut squash and red lentil soup,1 heaped tbsp tomato puree
Roast butternut squash and red lentil soup,1 tsp ground cumin
Roast butternut squash and red lentil soup,1 tsp oregano
