,Hb,Date,Dates,Time
436,2.0,2020-01-19 04:00:00,2020-01-19,04:00:00
437,3.0,2020-01-19 05:00:00,2020-01-19,05:00:00
438,2.0,2020-01-19 06:00:00,2020-01-19,06:00:00
439,1.0,2020-01-19 07:00:00,2020-01-19,07:00:00
440,5.0,2020-01-19 08:00:00,2020-01-19,08:00:00
441,5.0,2020-01-19 09:00:00,2020-01-19,09:00:00
442,1.0,2020-01-19 10:00:00,2020-01-19,10:00:00
443,4.0,2020-01-19 11:00:00,2020-01-19,11:00:00
444,1.0,2020-01-19 12:00:00,2020-01-19,12:00:00
445,4.0,2020-01-19 13:00:00,2020-01-19,13:00:00
446,3.0,2020-01-19 14:00:00,2020-01-19,14:00:00
447,1.0,2020-01-19 15:00:00,2020-01-19,15:00:00
448,4.0,2020-01-19 16:00:00,2020-01-19,16:00:00
449,5.0,2020-01-19 17:00:00,2020-01-19,17:00:00
450,6.0,2020-01-19 18:00:00,2020-01-19,18:00:00
451,0.0,2020-01-19 19:00:00,2020-01-19,19:00:00
452,3.0,2020-01-19 20:00:00,2020-01-19,20:00:00
453,2.0,2020-01-19 21:00:00,2020-01-19,21:00:00
454,1.0,2020-01-19 22:00:00,2020-01-19,22:00:00
455,2.0,2020-01-19 23:00:00,2020-01-19,23:00:00
456,2.0,2020-01-20 00:00:00,2020-01-20,00:00:00
457,3.0,2020-01-20 01:00:00,2020-01-20,01:00:00
458,3.0,2020-01-20 02:00:00,2020-01-20,02:00:00
459,4.0,2020-01-20 03:00:00,2020-01-20,03:00:00
460,8.0,2020-01-20 04:00:00,2020-01-20,04:00:00
461,3.0,2020-01-20 05:00:00,2020-01-20,05:00:00
462,2.0,2020-01-20 06:00:00,2020-01-20,06:00:00
463,2.0,2020-01-20 07:00:00,2020-01-20,07:00:00
464,4.0,2020-01-20 08:00:00,2020-01-20,08:00:00
465,3.0,2020-01-20 09:00:00,2020-01-20,09:00:00
466,2.0,2020-01-20 10:00:00,2020-01-20,10:00:00
467,3.0,2020-01-20 11:00:00,2020-01-20,11:00:00
468,5.0,2020-01-20 12:00:00,2020-01-20,12:00:00
469,2.0,2020-01-20 13:00:00,2020-01-20,13:00:00
470,1.0,2020-01-20 14:00:00,2020-01-20,14:00:00
471,3.0,2020-01-20 15:00:00,2020-01-20,15:00:00
472,1.0,2020-01-20 16:00:00,2020-01-20,16:00:00
473,3.0,2020-01-20 17:00:00,2020-01-20,17:00:00
474,3.0,2020-01-20 18:00:00,2020-01-20,18:00:00
475,7.0,2020-01-20 19:00:00,2020-01-20,19:00:00
476,6.0,2020-01-20 20:00:00,2020-01-20,20:00:00
477,1.0,2020-01-20 21:00:00,2020-01-20,21:00:00
478,1.0,2020-01-20 22:00:00,2020-01-20,22:00:00
479,4.0,2020-01-20 23:00:00,2020-01-20,23:00:00
480,4.0,2020-01-21 00:00:00,2020-01-21,00:00:00
481,1.0,2020-01-21 01:00:00,2020-01-21,01:00:00
482,4.0,2020-01-21 02:00:00,2020-01-21,02:00:00
483,5.0,2020-01-21 03:00:00,2020-01-21,03:00:00
484,1.0,2020-01-21 04:00:00,2020-01-21,04:00:00
485,7.0,2020-01-21 05:00:00,2020-01-21,05:00:00
486,1.0,2020-01-21 06:00:00,2020-01-21,06:00:00
487,3.0,2020-01-21 07:00:00,2020-01-21,07:00:00
488,3.0,2020-01-21 08:00:00,2020-01-21,08:00:00
489,3.0,2020-01-21 09:00:00,2020-01-21,09:00:00
490,3.0,2020-01-21 10:00:00,2020-01-21,10:00:00
491,3.0,2020-01-21 11:00:00,2020-01-21,11:00:00
492,4.0,2020-01-21 12:00:00,2020-01-21,12:00:00
493,1.0,2020-01-21 13:00:00,2020-01-21,13:00:00
494,4.0,2020-01-21 14:00:00,2020-01-21,14:00:00
495,2.0,2020-01-21 15:00:00,2020-01-21,15:00:00
496,3.0,2020-01-21 16:00:00,2020-01-21,16:00:00
497,3.0,2020-01-21 17:00:00,2020-01-21,17:00:00
498,2.0,2020-01-21 18:00:00,2020-01-21,18:00:00
499,5.0,2020-01-21 19:00:00,2020-01-21,19:00:00
500,3.0,2020-01-21 20:00:00,2020-01-21,20:00:00
501,2.0,2020-01-21 21:00:00,2020-01-21,21:00:00
502,2.0,2020-01-21 22:00:00,2020-01-21,22:00:00
503,3.0,2020-01-21 23:00:00,2020-01-21,23:00:00
504,4.0,2020-01-22 00:00:00,2020-01-22,00:00:00
505,5.0,2020-01-22 01:00:00,2020-01-22,01:00:00
506,4.0,2020-01-22 02:00:00,2020-01-22,02:00:00
507,4.0,2020-01-22 03:00:00,2020-01-22,03:00:00
508,6.0,2020-01-22 04:00:00,2020-01-22,04:00:00
509,5.0,2020-01-22 05:00:00,2020-01-22,05:00:00
510,3.0,2020-01-22 06:00:00,2020-01-22,06:00:00
511,3.0,2020-01-22 07:00:00,2020-01-22,07:00:00
512,3.0,2020-01-22 08:00:00,2020-01-22,08:00:00
513,3.0,2020-01-22 09:00:00,2020-01-22,09:00:00
514,4.0,2020-01-22 10:00:00,2020-01-22,10:00:00
515,2.0,2020-01-22 11:00:00,2020-01-22,11:00:00
516,4.0,2020-01-22 12:00:00,2020-01-22,12:00:00
517,3.0,2020-01-22 13:00:00,2020-01-22,13:00:00
518,0.0,2020-01-22 14:00:00,2020-01-22,14:00:00
519,5.0,2020-01-22 15:00:00,2020-01-22,15:00:00
520,3.0,2020-01-22 16:00:00,2020-01-22,16:00:00
521,4.0,2020-01-22 17:00:00,2020-01-22,17:00:00
522,4.0,2020-01-22 18:00:00,2020-01-22,18:00:00
523,4.0,2020-01-22 19:00:00,2020-01-22,19:00:00
524,2.0,2020-01-22 20:00:00,2020-01-22,20:00:00
525,5.0,2020-01-22 21:00:00,2020-01-22,21:00:00
526,3.0,2020-01-22 22:00:00,2020-01-22,22:00:00
527,5.0,2020-01-22 23:00:00,2020-01-22,23:00:00
528,3.0,2020-01-23 00:00:00,2020-01-23,00:00:00
529,4.0,2020-01-23 01:00:00,2020-01-23,01:00:00
530,2.0,2020-01-23 02:00:00,2020-01-23,02:00:00
531,1.0,2020-01-23 03:00:00,2020-01-23,03:00:00
532,1.0,2020-01-23 04:00:00,2020-01-23,04:00:00
533,1.0,2020-01-23 05:00:00,2020-01-23,05:00:00
534,6.0,2020-01-23 06:00:00,2020-01-23,06:00:00
535,4.0,2020-01-23 07:00:00,2020-01-23,07:00:00
536,6.0,2020-01-23 08:00:00,2020-01-23,08:00:00
537,2.0,2020-01-23 09:00:00,2020-01-23,09:00:00
538,2.0,2020-01-23 10:00:00,2020-01-23,10:00:00
539,2.0,2020-01-23 11:00:00,2020-01-23,11:00:00
540,3.0,2020-01-23 12:00:00,2020-01-23,12:00:00
541,5.0,2020-01-23 13:00:00,2020-01-23,13:00:00
542,3.0,2020-01-23 14:00:00,2020-01-23,14:00:00
543,1.0,2020-01-23 15:00:00,2020-01-23,15:00:00
544,1.0,2020-01-23 16:00:00,2020-01-23,16:00:00
545,2.0,2020-01-23 17:00:00,2020-01-23,17:00:00
546,2.0,2020-01-23 18:00:00,2020-01-23,18:00:00
547,3.0,2020-01-23 19:00:00,2020-01-23,19:00:00
548,3.0,2020-01-23 20:00:00,2020-01-23,20:00:00
549,3.0,2020-01-23 21:00:00,2020-01-23,21:00:00
550,1.0,2020-01-23 22:00:00,2020-01-23,22:00:00
551,6.0,2020-01-23 23:00:00,2020-01-23,23:00:00
552,1.0,2020-01-24 00:00:00,2020-01-24,00:00:00
553,7.0,2020-01-24 01:00:00,2020-01-24,01:00:00
554,2.0,2020-01-24 02:00:00,2020-01-24,02:00:00
555,3.0,2020-01-24 03:00:00,2020-01-24,03:00:00
556,6.0,2020-01-24 04:00:00,2020-01-24,04:00:00
557,3.0,2020-01-24 05:00:00,2020-01-24,05:00:00
558,0.0,2020-01-24 06:00:00,2020-01-24,06:00:00
559,0.0,2020-01-24 07:00:00,2020-01-24,07:00:00
560,1.0,2020-01-24 08:00:00,2020-01-24,08:00:00
561,3.0,2020-01-24 09:00:00,2020-01-24,09:00:00
562,1.0,2020-01-24 10:00:00,2020-01-24,10:00:00
563,4.0,2020-01-24 11:00:00,2020-01-24,11:00:00
564,3.0,2020-01-24 12:00:00,2020-01-24,12:00:00
565,5.0,2020-01-24 13:00:00,2020-01-24,13:00:00
566,2.0,2020-01-24 14:00:00,2020-01-24,14:00:00
567,4.0,2020-01-24 15:00:00,2020-01-24,15:00:00
568,7.0,2020-01-24 16:00:00,2020-01-24,16:00:00
569,4.0,2020-01-24 17:00:00,2020-01-24,17:00:00
570,0.0,2020-01-24 18:00:00,2020-01-24,18:00:00
571,1.0,2020-01-24 19:00:00,2020-01-24,19:00:00
572,3.0,2020-01-24 20:00:00,2020-01-24,20:00:00
573,3.0,2020-01-24 21:00:00,2020-01-24,21:00:00
574,2.0,2020-01-24 22:00:00,2020-01-24,22:00:00
575,1.0,2020-01-24 23:00:00,2020-01-24,23:00:00
576,5.0,2020-01-25 00:00:00,2020-01-25,00:00:00
577,1.0,2020-01-25 01:00:00,2020-01-25,01:00:00
578,2.0,2020-01-25 02:00:00,2020-01-25,02:00:00
579,4.0,2020-01-25 03:00:00,2020-01-25,03:00:00
580,6.0,2020-01-25 04:00:00,2020-01-25,04:00:00
581,4.0,2020-01-25 05:00:00,2020-01-25,05:00:00
582,4.0,2020-01-25 06:00:00,2020-01-25,06:00:00
583,2.0,2020-01-25 07:00:00,2020-01-25,07:00:00
584,6.0,2020-01-25 08:00:00,2020-01-25,08:00:00
585,4.0,2020-01-25 09:00:00,2020-01-25,09:00:00
586,5.0,2020-01-25 10:00:00,2020-01-25,10:00:00
587,3.0,2020-01-25 11:00:00,2020-01-25,11:00:00
588,5.0,2020-01-25 12:00:00,2020-01-25,12:00:00
589,2.0,2020-01-25 13:00:00,2020-01-25,13:00:00
590,8.0,2020-01-25 14:00:00,2020-01-25,14:00:00
591,3.0,2020-01-25 15:00:00,2020-01-25,15:00:00
592,4.0,2020-01-25 16:00:00,2020-01-25,16:00:00
593,1.0,2020-01-25 17:00:00,2020-01-25,17:00:00
594,2.0,2020-01-25 18:00:00,2020-01-25,18:00:00
595,4.0,2020-01-25 19:00:00,2020-01-25,19:00:00
596,1.0,2020-01-25 20:00:00,2020-01-25,20:00:00
597,1.0,2020-01-25 21:00:00,2020-01-25,21:00:00
598,1.0,2020-01-25 22:00:00,2020-01-25,22:00:00
599,4.0,2020-01-25 23:00:00,2020-01-25,23:00:00
600,1.0,2020-01-26 00:00:00,2020-01-26,00:00:00
601,4.0,2020-01-26 01:00:00,2020-01-26,01:00:00
602,4.0,2020-01-26 02:00:00,2020-01-26,02:00:00
603,1.0,2020-01-26 03:00:00,2020-01-26,03:00:00
604,1.0,2020-01-26 04:00:00,2020-01-26,04:00:00
605,1.0,2020-01-26 05:00:00,2020-01-26,05:00:00
606,2.0,2020-01-26 06:00:00,2020-01-26,06:00:00
607,3.0,2020-01-26 07:00:00,2020-01-26,07:00:00
608,5.0,2020-01-26 08:00:00,2020-01-26,08:00:00
609,3.0,2020-01-26 09:00:00,2020-01-26,09:00:00
610,3.0,2020-01-26 10:00:00,2020-01-26,10:00:00
611,2.0,2020-01-26 11:00:00,2020-01-26,11:00:00
612,2.0,2020-01-26 12:00:00,2020-01-26,12:00:00
613,3.0,2020-01-26 13:00:00,2020-01-26,13:00:00
614,3.0,2020-01-26 14:00:00,2020-01-26,14:00:00
615,2.0,2020-01-26 15:00:00,2020-01-26,15:00:00
616,2.0,2020-01-26 16:00:00,2020-01-26,16:00:00
617,8.0,2020-01-26 17:00:00,2020-01-26,17:00:00
618,3.0,2020-01-26 18:00:00,2020-01-26,18:00:00
619,4.0,2020-01-26 19:00:00,2020-01-26,19:00:00
620,3.0,2020-01-26 20:00:00,2020-01-26,20:00:00
621,4.0,2020-01-26 21:00:00,2020-01-26,21:00:00
622,4.0,2020-01-26 22:00:00,2020-01-26,22:00:00
623,5.0,2020-01-26 23:00:00,2020-01-26,23:00:00
624,3.0,2020-01-27 00:00:00,2020-01-27,00:00:00
625,2.0,2020-01-27 01:00:00,2020-01-27,01:00:00
626,3.0,2020-01-27 02:00:00,2020-01-27,02:00:00
627,5.0,2020-01-27 03:00:00,2020-01-27,03:00:00
628,3.0,2020-01-27 04:00:00,2020-01-27,04:00:00
629,1.0,2020-01-27 05:00:00,2020-01-27,05:00:00
630,2.0,2020-01-27 06:00:00,2020-01-27,06:00:00
631,2.0,2020-01-27 07:00:00,2020-01-27,07:00:00
632,3.0,2020-01-27 08:00:00,2020-01-27,08:00:00
633,3.0,2020-01-27 09:00:00,2020-01-27,09:00:00
634,4.0,2020-01-27 10:00:00,2020-01-27,10:00:00
635,3.0,2020-01-27 11:00:00,2020-01-27,11:00:00
636,3.0,2020-01-27 12:00:00,2020-01-27,12:00:00
637,1.0,2020-01-27 13:00:00,2020-01-27,13:00:00
638,4.0,2020-01-27 14:00:00,2020-01-27,14:00:00
639,3.0,2020-01-27 15:00:00,2020-01-27,15:00:00
640,5.0,2020-01-27 16:00:00,2020-01-27,16:00:00
641,5.0,2020-01-27 17:00:00,2020-01-27,17:00:00
642,5.0,2020-01-27 18:00:00,2020-01-27,18:00:00
643,6.0,2020-01-27 19:00:00,2020-01-27,19:00:00
644,1.0,2020-01-27 20:00:00,2020-01-27,20:00:00
645,0.0,2020-01-27 21:00:00,2020-01-27,21:00:00
646,9.0,2020-01-27 22:00:00,2020-01-27,22:00:00
647,3.0,2020-01-27 23:00:00,2020-01-27,23:00:00
648,3.0,2020-01-28 00:00:00,2020-01-28,00:00:00
649,5.0,2020-01-28 01:00:00,2020-01-28,01:00:00
650,2.0,2020-01-28 02:00:00,2020-01-28,02:00:00
651,4.0,2020-01-28 03:00:00,2020-01-28,03:00:00
652,2.0,2020-01-28 04:00:00,2020-01-28,04:00:00
653,4.0,2020-01-28 05:00:00,2020-01-28,05:00:00
654,1.0,2020-01-28 06:00:00,2020-01-28,06:00:00
655,3.0,2020-01-28 07:00:00,2020-01-28,07:00:00
656,4.0,2020-01-28 08:00:00,2020-01-28,08:00:00
657,1.0,2020-01-28 09:00:00,2020-01-28,09:00:00
658,5.0,2020-01-28 10:00:00,2020-01-28,10:00:00
659,4.0,2020-01-28 11:00:00,2020-01-28,11:00:00
660,3.0,2020-01-28 12:00:00,2020-01-28,12:00:00
661,1.0,2020-01-28 13:00:00,2020-01-28,13:00:00
662,4.0,2020-01-28 14:00:00,2020-01-28,14:00:00
663,4.0,2020-01-28 15:00:00,2020-01-28,15:00:00
664,2.0,2020-01-28 16:00:00,2020-01-28,16:00:00
665,2.0,2020-01-28 17:00:00,2020-01-28,17:00:00
666,3.0,2020-01-28 18:00:00,2020-01-28,18:00:00
667,2.0,2020-01-28 19:00:00,2020-01-28,19:00:00
668,1.0,2020-01-28 20:00:00,2020-01-28,20:00:00
669,2.0,2020-01-28 21:00:00,2020-01-28,21:00:00
670,4.0,2020-01-28 22:00:00,2020-01-28,22:00:00
671,4.0,2020-01-28 23:00:00,2020-01-28,23:00:00
672,8.0,2020-01-29 00:00:00,2020-01-29,00:00:00
673,2.0,2020-01-29 01:00:00,2020-01-29,01:00:00
674,1.0,2020-01-29 02:00:00,2020-01-29,02:00:00
675,3.0,2020-01-29 03:00:00,2020-01-29,03:00:00
676,5.0,2020-01-29 04:00:00,2020-01-29,04:00:00
677,2.0,2020-01-29 05:00:00,2020-01-29,05:00:00
678,2.0,2020-01-29 06:00:00,2020-01-29,06:00:00
679,3.0,2020-01-29 07:00:00,2020-01-29,07:00:00
680,3.0,2020-01-29 08:00:00,2020-01-29,08:00:00
681,3.0,2020-01-29 09:00:00,2020-01-29,09:00:00
682,2.0,2020-01-29 10:00:00,2020-01-29,10:00:00
683,1.0,2020-01-29 11:00:00,2020-01-29,11:00:00
684,2.0,2020-01-29 12:00:00,2020-01-29,12:00:00
685,3.0,2020-01-29 13:00:00,2020-01-29,13:00:00
686,3.0,2020-01-29 14:00:00,2020-01-29,14:00:00
687,2.0,2020-01-29 15:00:00,2020-01-29,15:00:00
688,3.0,2020-01-29 16:00:00,2020-01-29,16:00:00
689,2.0,2020-01-29 17:00:00,2020-01-29,17:00:00
690,4.0,2020-01-29 18:00:00,2020-01-29,18:00:00
691,3.0,2020-01-29 19:00:00,2020-01-29,19:00:00
692,2.0,2020-01-29 20:00:00,2020-01-29,20:00:00
693,4.0,2020-01-29 21:00:00,2020-01-29,21:00:00
694,4.0,2020-01-29 22:00:00,2020-01-29,22:00:00
695,5.0,2020-01-29 23:00:00,2020-01-29,23:00:00
696,5.0,2020-01-30 00:00:00,2020-01-30,00:00:00
697,3.0,2020-01-30 01:00:00,2020-01-30,01:00:00
698,5.0,2020-01-30 02:00:00,2020-01-30,02:00:00
699,7.0,2020-01-30 03:00:00,2020-01-30,03:00:00
700,4.0,2020-01-30 04:00:00,2020-01-30,04:00:00
701,2.0,2020-01-30 05:00:00,2020-01-30,05:00:00
702,4.0,2020-01-30 06:00:00,2020-01-30,06:00:00
703,2.0,2020-01-30 07:00:00,2020-01-30,07:00:00
704,3.0,2020-01-30 08:00:00,2020-01-30,08:00:00
705,1.0,2020-01-30 09:00:00,2020-01-30,09:00:00
706,1.0,2020-01-30 10:00:00,2020-01-30,10:00:00
707,1.0,2020-01-30 11:00:00,2020-01-30,11:00:00
708,1.0,2020-01-30 12:00:00,2020-01-30,12:00:00
709,3.0,2020-01-30 13:00:00,2020-01-30,13:00:00
710,1.0,2020-01-30 14:00:00,2020-01-30,14:00:00
711,3.0,2020-01-30 15:00:00,2020-01-30,15:00:00
712,2.0,2020-01-30 16:00:00,2020-01-30,16:00:00
713,3.0,2020-01-30 17:00:00,2020-01-30,17:00:00
714,7.0,2020-01-30 18:00:00,2020-01-30,18:00:00
715,1.0,2020-01-30 19:00:00,2020-01-30,19:00:00
716,1.0,2020-01-30 20:00:00,2020-01-30,20:00:00
717,3.0,2020-01-30 21:00:00,2020-01-30,21:00:00
718,6.0,2020-01-30 22:00:00,2020-01-30,22:00:00
719,3.0,2020-01-30 23:00:00,2020-01-30,23:00:00
720,3.0,2020-01-31 00:00:00,2020-01-31,00:00:00
721,2.0,2020-01-31 01:00:00,2020-01-31,01:00:00
722,2.0,2020-01-31 02:00:00,2020-01-31,02:00:00
723,4.0,2020-01-31 03:00:00,2020-01-31,03:00:00
724,1.0,2020-01-31 04:00:00,2020-01-31,04:00:00
725,2.0,2020-01-31 05:00:00,2020-01-31,05:00:00
726,0.0,2020-01-31 06:00:00,2020-01-31,06:00:00
727,3.0,2020-01-31 07:00:00,2020-01-31,07:00:00
728,3.0,2020-01-31 08:00:00,2020-01-31,08:00:00
729,2.0,2020-01-31 09:00:00,2020-01-31,09:00:00
730,2.0,2020-01-31 10:00:00,2020-01-31,10:00:00
731,1.0,2020-01-31 11:00:00,2020-01-31,11:00:00
732,3.0,2020-01-31 12:00:00,2020-01-31,12:00:00
733,5.0,2020-01-31 13:00:00,2020-01-31,13:00:00
734,3.0,2020-01-31 14:00:00,2020-01-31,14:00:00
735,2.0,2020-01-31 15:00:00,2020-01-31,15:00:00
736,6.0,2020-01-31 16:00:00,2020-01-31,16:00:00
737,2.0,2020-01-31 17:00:00,2020-01-31,17:00:00
738,5.0,2020-01-31 18:00:00,2020-01-31,18:00:00
739,2.0,2020-01-31 19:00:00,2020-01-31,19:00:00
740,4.0,2020-01-31 20:00:00,2020-01-31,20:00:00
741,4.0,2020-01-31 21:00:00,2020-01-31,21:00:00
742,2.0,2020-01-31 22:00:00,2020-01-31,22:00:00
743,6.0,2020-01-31 23:00:00,2020-01-31,23:00:00
744,4.0,2020-02-01 00:00:00,2020-02-01,00:00:00
745,1.0,2020-02-01 01:00:00,2020-02-01,01:00:00
746,2.0,2020-02-01 02:00:00,2020-02-01,02:00:00
747,4.0,2020-02-01 03:00:00,2020-02-01,03:00:00
748,3.0,2020-02-01 04:00:00,2020-02-01,04:00:00
749,0.0,2020-02-01 05:00:00,2020-02-01,05:00:00
750,5.0,2020-02-01 06:00:00,2020-02-01,06:00:00
751,4.0,2020-02-01 07:00:00,2020-02-01,07:00:00
752,4.0,2020-02-01 08:00:00,2020-02-01,08:00:00
753,3.0,2020-02-01 09:00:00,2020-02-01,09:00:00
754,2.0,2020-02-01 10:00:00,2020-02-01,10:00:00
755,5.0,2020-02-01 11:00:00,2020-02-01,11:00:00
756,4.0,2020-02-01 12:00:00,2020-02-01,12:00:00
757,5.0,2020-02-01 13:00:00,2020-02-01,13:00:00
758,3.0,2020-02-01 14:00:00,2020-02-01,14:00:00
759,7.0,2020-02-01 15:00:00,2020-02-01,15:00:00
760,2.0,2020-02-01 16:00:00,2020-02-01,16:00:00
761,3.0,2020-02-01 17:00:00,2020-02-01,17:00:00
762,1.0,2020-02-01 18:00:00,2020-02-01,18:00:00
763,4.0,2020-02-01 19:00:00,2020-02-01,19:00:00
764,5.0,2020-02-01 20:00:00,2020-02-01,20:00:00
765,2.0,2020-02-01 21:00:00,2020-02-01,21:00:00
766,3.0,2020-02-01 22:00:00,2020-02-01,22:00:00
767,5.0,2020-02-01 23:00:00,2020-02-01,23:00:00
768,2.0,2020-02-02 00:00:00,2020-02-02,00:00:00
769,2.0,2020-02-02 01:00:00,2020-02-02,01:00:00
770,4.0,2020-02-02 02:00:00,2020-02-02,02:00:00
771,2.0,2020-02-02 03:00:00,2020-02-02,03:00:00
772,2.0,2020-02-02 04:00:00,2020-02-02,04:00:00
773,5.0,2020-02-02 05:00:00,2020-02-02,05:00:00
774,1.0,2020-02-02 06:00:00,2020-02-02,06:00:00
775,3.0,2020-02-02 07:00:00,2020-02-02,07:00:00
776,4.0,2020-02-02 08:00:00,2020-02-02,08:00:00
777,5.0,2020-02-02 09:00:00,2020-02-02,09:00:00
778,5.0,2020-02-02 10:00:00,2020-02-02,10:00:00
779,4.0,2020-02-02 11:00:00,2020-02-02,11:00:00
780,3.0,2020-02-02 12:00:00,2020-02-02,12:00:00
781,2.0,2020-02-02 13:00:00,2020-02-02,13:00:00
782,5.0,2020-02-02 14:00:00,2020-02-02,14:00:00
783,5.0,2020-02-02 15:00:00,2020-02-02,15:00:00
784,1.0,2020-02-02 16:00:00,2020-02-02,16:00:00
785,3.0,2020-02-02 17:00:00,2020-02-02,17:00:00
786,4.0,2020-02-02 18:00:00,2020-02-02,18:00:00
787,5.0,2020-02-02 19:00:00,2020-02-02,19:00:00
788,0.0,2020-02-02 20:00:00,2020-02-02,20:00:00
789,2.0,2020-02-02 21:00:00,2020-02-02,21:00:00
790,4.0,2020-02-02 22:00:00,2020-02-02,22:00:00
791,3.0,2020-02-02 23:00:00,2020-02-02,23:00:00
792,1.0,2020-02-03 00:00:00,2020-02-03,00:00:00
793,4.0,2020-02-03 01:00:00,2020-02-03,01:00:00
794,5.0,2020-02-03 02:00:00,2020-02-03,02:00:00
795,3.0,2020-02-03 03:00:00,2020-02-03,03:00:00
796,5.0,2020-02-03 04:00:00,2020-02-03,04:00:00
797,3.0,2020-02-03 05:00:00,2020-02-03,05:00:00
798,7.0,2020-02-03 06:00:00,2020-02-03,06:00:00
799,1.0,2020-02-03 07:00:00,2020-02-03,07:00:00
800,3.0,2020-02-03 08:00:00,2020-02-03,08:00:00
801,2.0,2020-02-03 09:00:00,2020-02-03,09:00:00
802,3.0,2020-02-03 10:00:00,2020-02-03,10:00:00
803,1.0,2020-02-03 11:00:00,2020-02-03,11:00:00
804,3.0,2020-02-03 12:00:00,2020-02-03,12:00:00
805,7.0,2020-02-03 13:00:00,2020-02-03,13:00:00
806,3.0,2020-02-03 14:00:00,2020-02-03,14:00:00
807,3.0,2020-02-03 15:00:00,2020-02-03,15:00:00
808,3.0,2020-02-03 16:00:00,2020-02-03,16:00:00
809,2.0,2020-02-03 17:00:00,2020-02-03,17:00:00
810,0.0,2020-02-03 18:00:00,2020-02-03,18:00:00
811,4.0,2020-02-03 19:00:00,2020-02-03,19:00:00
812,4.0,2020-02-03 20:00:00,2020-02-03,20:00:00
813,1.0,2020-02-03 21:00:00,2020-02-03,21:00:00
814,2.0,2020-02-03 22:00:00,2020-02-03,22:00:00
815,2.0,2020-02-03 23:00:00,2020-02-03,23:00:00
816,3.0,2020-02-04 00:00:00,2020-02-04,00:00:00
817,5.0,2020-02-04 01:00:00,2020-02-04,01:00:00
818,1.0,2020-02-04 02:00:00,2020-02-04,02:00:00
819,3.0,2020-02-04 03:00:00,2020-02-04,03:00:00
820,7.0,2020-02-04 04:00:00,2020-02-04,04:00:00
821,0.0,2020-02-04 05:00:00,2020-02-04,05:00:00
822,3.0,2020-02-04 06:00:00,2020-02-04,06:00:00
823,1.0,2020-02-04 07:00:00,2020-02-04,07:00:00
824,2.0,2020-02-04 08:00:00,2020-02-04,08:00:00
825,2.0,2020-02-04 09:00:00,2020-02-04,09:00:00
826,3.0,2020-02-04 10:00:00,2020-02-04,10:00:00
827,5.0,2020-02-04 11:00:00,2020-02-04,11:00:00
828,2.0,2020-02-04 12:00:00,2020-02-04,12:00:00
829,2.0,2020-02-04 13:00:00,2020-02-04,13:00:00
830,5.0,2020-02-04 14:00:00,2020-02-04,14:00:00
831,1.0,2020-02-04 15:00:00,2020-02-04,15:00:00
832,2.0,2020-02-04 16:00:00,2020-02-04,16:00:00
833,2.0,2020-02-04 17:00:00,2020-02-04,17:00:00
834,3.0,2020-02-04 18:00:00,2020-02-04,18:00:00
835,3.0,2020-02-04 19:00:00,2020-02-04,19:00:00
836,5.0,2020-02-04 20:00:00,2020-02-04,20:00:00
837,2.0,2020-02-04 21:00:00,2020-02-04,21:00:00
838,3.0,2020-02-04 22:00:00,2020-02-04,22:00:00
839,4.0,2020-02-04 23:00:00,2020-02-04,23:00:00
840,1.0,2020-02-05 00:00:00,2020-02-05,00:00:00
841,2.0,2020-02-05 01:00:00,2020-02-05,01:00:00
842,5.0,2020-02-05 02:00:00,2020-02-05,02:00:00
843,4.0,2020-02-05 03:00:00,2020-02-05,03:00:00
844,0.0,2020-02-05 04:00:00,2020-02-05,04:00:00
845,0.0,2020-02-05 05:00:00,2020-02-05,05:00:00
846,1.0,2020-02-05 06:00:00,2020-02-05,06:00:00
847,3.0,2020-02-05 07:00:00,2020-02-05,07:00:00
848,1.0,2020-02-05 08:00:00,2020-02-05,08:00:00
849,2.0,2020-02-05 09:00:00,2020-02-05,09:00:00
850,1.0,2020-02-05 10:00:00,2020-02-05,10:00:00
851,4.0,2020-02-05 11:00:00,2020-02-05,11:00:00
852,1.0,2020-02-05 12:00:00,2020-02-05,12:00:00
853,2.0,2020-02-05 13:00:00,2020-02-05,13:00:00
854,2.0,2020-02-05 14:00:00,2020-02-05,14:00:00
855,0.0,2020-02-05 15:00:00,2020-02-05,15:00:00
856,3.0,2020-02-05 16:00:00,2020-02-05,16:00:00
857,2.0,2020-02-05 17:00:00,2020-02-05,17:00:00
858,3.0,2020-02-05 18:00:00,2020-02-05,18:00:00
859,3.0,2020-02-05 19:00:00,2020-02-05,19:00:00
860,1.0,2020-02-05 20:00:00,2020-02-05,20:00:00
861,5.0,2020-02-05 21:00:00,2020-02-05,21:00:00
862,2.0,2020-02-05 22:00:00,2020-02-05,22:00:00
863,2.0,2020-02-05 23:00:00,2020-02-05,23:00:00
864,3.0,2020-02-06 00:00:00,2020-02-06,00:00:00
865,3.0,2020-02-06 01:00:00,2020-02-06,01:00:00
866,3.0,2020-02-06 02:00:00,2020-02-06,02:00:00
867,2.0,2020-02-06 03:00:00,2020-02-06,03:00:00
868,2.0,2020-02-06 04:00:00,2020-02-06,04:00:00
869,3.0,2020-02-06 05:00:00,2020-02-06,05:00:00
870,4.0,2020-02-06 06:00:00,2020-02-06,06:00:00
871,2.0,2020-02-06 07:00:00,2020-02-06,07:00:00
872,4.0,2020-02-06 08:00:00,2020-02-06,08:00:00
